A,B,x
-15,21,1.2650361285686695
-15,22,1.3150529587451547
-15,23,1.3641109446329336
-15,24,1.4122303605050628
-15,25,1.4594326934833655
-15,26,1.5057403002822118
-15,27,1.551176114658592
-15,28,1.5957634004372871
-15,29,1.639525545003541
-14,-30,-1.7560563756120706
-14,-29,-1.7126239624879598
-14,-28,-1.6683244259943366
-14,-27,-1.6231282304497994
-14,-26,-1.5770052638735435
-14,-25,-1.5299249846200098
-14,-24,-1.4818566096738437
-14,-23,-1.4327693522829843
-14,-22,-1.3826327174978295
-14,-21,-1.3314168649849614
-14,-20,-1.2790930490883412
-14,-19,-1.2256341463702751
-14,-18,-1.171015280579245
-14,-17,-1.1152145539051603
-14,-16,-1.0582138911800618
-14,-15,-1.0
-14,-14,-0.9405654441941941
-14,-13,-0.8799098202883778
-14,-12,-0.8180410163436864
-14,-11,-0.7549765197652634
-14,-10,-0.6907447257008924
-14,-9,-0.6253861813594119
-14,-8,-0.558954685521246
-14,-7,-0.4915181489833626
-14,-6,-0.42315911362452474
-14,-5,-0.3539748284653733
-14,-4,-0.28407679352847115
-14,-3,-0.21358970836729432
-14,-2,-0.14264980171749456
-14,-1,-0.07140256902601505
-14,0,0.0
-14,1,0.07140256902601505
-14,2,0.14264980171749456
-14,3,0.21358970836729432
-14,4,0.28407679352847115
-14,5,0.3539748284653733
-14,6,0.42315911362452474
-14,7,0.4915181489833626
-14,8,0.558954685521246
-14,9,0.6253861813594119
-14,10,0.6907447257008924
-14,11,0.7549765197652634
-14,12,0.8180410163436864
-14,13,0.8799098202883778
-14,14,0.9405654441941941
-14,15,1.0
-14,16,1.0582138911800618
-14,17,1.1152145539051603
-14,18,1.171015280579245
-14,19,1.2256341463702751
-14,20,1.2790930490883412
-14,21,1.3314168649849614
-14,22,1.3826327174978295
-14,23,1.4327693522829843
-14,24,1.4818566096738437
-14,25,1.5299249846200098
-14,26,1.5770052638735435
-14,27,1.6231282304497994
-14,28,1.6683244259943366
-14,29,1.7126239624879598
-13,-30,-1.8335338853220198
-13,-29,-1.7897638763244823
-13,-28,-1.7450646644797727
-13,-27,-1.6994000075801745
-13,-26,-1.6527323974451744
-13,-25,-1.6050231508434494
-13,-24,-1.5562325438819369
-13,-23,-1.5063200003414972
-13,-22,-1.4552443463410947
-13,-21,-1.4029641457671609
-13,-20,-1.3494381330236718
-13,-19,-1.2946257616887182
-13,-18,-1.2384878893621165
-13,-17,-1.1809876199930474
-13,-16,-1.1220913247724325
-13,-15,-1.0617698605690387
-13,-14,-1.0
-13,-13,-0.9367660785110818
-13,-12,-0.8720618501793844
-13,-11,-0.805892524328257
-13,-10,-0.7382769288655978
-13,-9,-0.6692497137972002
-13,-8,-0.5988634713361309
-13,-7,-0.5271906111405291
-13,-6,-0.4543247965380643
-13,-5,-0.3803817283914102
-13,-4,-0.3054990669138231
-13,-3,-0.2298353166567556
-13,-2,-0.15356757047575598
-13,-1,-0.07688811186644261
-13,0,0.0
-13,1,0.07688811186644261
-13,2,0.15356757047575598
-13,3,0.2298353166567556
-13,4,0.3054990669138231
-13,5,0.3803817283914102
-13,6,0.4543247965380643
-13,7,0.5271906111405291
-13,8,0.5988634713361309
-13,9,0.6692497137972002
-13,10,0.7382769288655978
-13,11,0.805892524328257
-13,12,0.8720618501793844
-13,13,0.9367660785110818
-13,14,1.0
-13,15,1.0617698605690387
-13,16,1.1220913247724325
-13,17,1.1809876199930474
-13,18,1.2384878893621165
-13,19,1.2946257616887182
-13,20,1.3494381330236718
-13,21,1.4029641457671609
-13,22,1.4552443463410947
-13,23,1.5063200003414972
-13,24,1.5562325438819369
-13,25,1.6050231508434494
-13,26,1.6527323974451744
-13,27,1.6994000075801745
-13,28,1.7450646644797727
-13,29,1.7897638763244823
-12,-30,-1.9148810540415258
-12,-29,-1.870924480098348
-12,-28,-1.8259823669165052
-12,-27,-1.7800115320615404
-12,-26,-1.7329666898049088
-12,-25,-1.6848004488186132
-12,-24,-1.635463347773647
-12,-23,-1.5849039412348898
-12,-22,-1.5330689513241318
-12,-21,-1.4799035042785698
-12,-20,-1.4253514752807543
-12,-19,-1.3693559697313171
-12,-18,-1.3118599743247301
-12,-17,-1.252807216547418
-12,-16,-1.192143275966643
-12,-15,-1.129816993971899
-12,-14,-1.0657822290321357
-12,-13,-1.0
-12,-12,-0.9324410478215468
-12,-11,-0.863088822910266
-12,-10,-0.791942867912496
-12,-9,-0.7190225107033223
-12,-8,-0.6443707092521712
-12,-7,-0.5680578014886886
-12,-6,-0.49018481873709563
-12,-5,-0.41088593794892947
-12,-4,-0.33032960098110237
-12,-3,-0.24871784772692596
-12,-2,-0.16628351883429315
-12,-1,-0.08328519155589141
-12,0,0.0
-12,1,0.08328519155589141
-12,2,0.16628351883429315
-12,3,0.24871784772692596
-12,4,0.33032960098110237
-12,5,0.41088593794892947
-12,6,0.49018481873709563
-12,7,0.5680578014886886
-12,8,0.6443707092521712
-12,9,0.7190225107033223
-12,10,0.791942867912496
-12,11,0.863088822910266
-12,12,0.9324410478215468
-12,13,1.0
-12,14,1.0657822290321357
-12,15,1.129816993971899
-12,16,1.192143275966643
-12,17,1.252807216547418
-12,18,1.3118599743247301
-12,19,1.3693559697313171
-12,20,1.4253514752807543
-12,21,1.4799035042785698
-12,22,1.5330689513241318
-12,23,1.5849039412348898
-12,24,1.635463347773647
-12,25,1.6848004488186132
-12,26,1.7329666898049088
-12,27,1.7800115320615404
-12,28,1.8259823669165052
-12,29,1.870924480098348
-11,-30,-2.0
-11,-29,-1.9560208730959614
-11,-28,-1.9110081513276982
-11,-27,-1.8649118405814822
-11,-26,-1.8176788967313535
-11,-25,-1.7692530915261724
-11,-24,-1.7195749007615777
-11,-23,-1.6685814269330055
-11,-22,-1.6162063726012248
-11,-21,-1.5623800858548622
-11,-20,-1.5070297057566806
-11,-19,-1.4500794437408817
-11,-18,-1.3914510467696226
-11,-17,-1.3310644997140306
-11,-16,-1.268839037693702
-11,-15,-1.204694553312444
-11,-14,-1.1385534974039546
-11,-13,-1.0703433823677495
-11,-12,-1.0
-11,-11,-0.9274714541827881
-11,-10,-0.8527230735695773
-11,-9,-0.7757431989757774
-11,-8,-0.6965497226788279
-11,-7,-0.6151970842505863
-11,-6,-0.5317832030218659
-11,-5,-0.4464555748047369
-11,-4,-0.35941553379380164
-11,-3,-0.27091956414627905
-11,-2,-0.1812766389560909
-11,-1,-0.09084094304992515
-11,0,0.0
-11,1,0.09084094304992515
-11,2,0.1812766389560909
-11,3,0.27091956414627905
-11,4,0.35941553379380164
-11,5,0.4464555748047369
-11,6,0.5317832030218659
-11,7,0.6151970842505863
-11,8,0.6965497226788279
-11,9,0.7757431989757774
-11,10,0.8527230735695773
-11,11,0.9274714541827881
-11,12,1.0
-11,13,1.0703433823677495
-11,14,1.1385534974039546
-11,15,1.204694553312444
-11,16,1.268839037693702
-11,17,1.3310644997140306
-11,18,1.3914510467696226
-11,19,1.4500794437408817
-11,20,1.5070297057566806
-11,21,1.5623800858548622
-11,22,1.6162063726012248
-11,23,1.6685814269330055
-11,24,1.7195749007615777
-11,25,1.7692530915261724
-11,26,1.8176788967313535
-11,27,1.8649118405814822
-11,28,1.9110081513276982
-11,29,1.9560208730959614
-10,-30,-2.0887301451017954
-10,-29,-2.0449005953089063
-10,-28,-2.0
-10,-27,-1.9539720956999287
-10,-26,-1.906756576045616
-10,-25,-1.8582887935256642
-10,-24,-1.8084994566869825
-10,-23,-1.7573143315489652
-10,-22,-1.7046539601787365
-10,-21,-1.6504334151681563
-10,-20,-1.5945621166311528
-10,-19,-1.5369437489570437
-10,-18,-1.4774763286957027
-10,-17,-1.4160524935045453
-10,-16,-1.3525601059604628
-10,-15,-1.2868832959384549
-10,-14,-1.2189041012691164
-10,-13,-1.1485049072166529
-10,-12,-1.0755719270367992
-10,-11,-1.0
-10,-10,-0.9216989942046786
-10,-9,-0.8406020637734534
-10,-8,-0.7566758866892593
-10,-7,-0.6699327549782139
-10,-6,-0.5804439611375849
-10,-5,-0.48835331272856514
-10,-4,-0.3938888753064018
-10,-3,-0.2973703792374644
-10,-2,-0.19920944916123456
-10,-1,-0.09990029880547284
-10,0,0.0
-10,1,0.09990029880547284
-10,2,0.19920944916123456
-10,3,0.2973703792374644
-10,4,0.3938888753064018
-10,5,0.48835331272856514
-10,6,0.5804439611375849
-10,7,0.6699327549782139
-10,8,0.7566758866892593
-10,9,0.8406020637734534
-10,10,0.9216989942046786
-10,11,1.0
-10,12,1.0755719270367992
-10,13,1.1485049072166529
-10,14,1.2189041012691164
-10,15,1.2868832959384549
-10,16,1.3525601059604628
-10,17,1.4160524935045453
-10,18,1.4774763286957027
-10,19,1.5369437489570437
-10,20,1.5945621166311528
-10,21,1.6504334151681563
-10,22,1.7046539601787365
-10,23,1.7573143315489652
-10,24,1.8084994566869825
-10,25,1.8582887935256642
-10,26,1.906756576045616
-10,27,1.9539720956999287
-10,28,2.0
-10,29,2.0449005953089063
-9,-30,-2.180849770255677
-9,-29,-2.13734421945654
-9,-28,-2.0927426254830155
-9,-27,-2.046983411484058
-9,-26,-2.0
-9,-25,-1.9517203323082486
-9,-24,-1.9020663466154124
-9,-23,-1.8509534165909227
-9,-22,-1.7982897548255425
-9,-21,-1.7439757905348103
-9,-20,-1.6879035379511929
-9,-19,-1.629955982400577
-9,-18,-1.5700065264871805
-9,-17,-1.507918561094192
-9,-16,-1.4435452576736871
-9,-15,-1.3767297228927433
-9,-14,-1.3073057180777026
-9,-13,-1.235099228106064
-9,-12,-1.1599312702167373
-9,-11,-1.0816224611828698
-9,-10,-1.0
-9,-9,-0.91490784153366
-9,-8,-0.8262208691132461
-9,-7,-0.7338637049382535
-9,-6,-0.6378342527444958
-9,-5,-0.5382309449969901
-9,-4,-0.4352808437837074
-9,-3,-0.32936339745545795
-9,-2,-0.22102253737985775
-9,-1,-0.1109593191262346
-9,0,0.0
-9,1,0.1109593191262346
-9,2,0.22102253737985775
-9,3,0.32936339745545795
-9,4,0.4352808437837074
-9,5,0.5382309449969901
-9,6,0.6378342527444958
-9,7,0.7338637049382535
-9,8,0.8262208691132461
-9,9,0.91490784153366
-9,10,1.0
-9,11,1.0816224611828698
-9,12,1.1599312702167373
-9,13,1.235099228106064
-9,14,1.3073057180777026
-9,15,1.3767297228927433
-9,16,1.4435452576736871
-9,17,1.507918561094192
-9,18,1.5700065264871805
-9,19,1.629955982400577
-9,20,1.6879035379511929
-9,21,1.7439757905348103
-9,22,1.7982897548255425
-9,23,1.8509534165909227
-9,24,1.9020663466154124
-9,25,1.9517203323082486
-9,26,2.0
-9,27,2.046983411484058
-9,28,2.0927426254830155
-9,29,2.13734421945654
-8,-30,-2.2760815350703747
-8,-29,-2.2330704141796267
-8,-28,-2.1889518535698396
-8,-27,-2.1436602728020175
-8,-26,-2.097124254514175
-8,-25,-2.0492658831003645
-8,-24,-2.0
-8,-23,-1.9492333665979105
-8,-22,-1.8968637262046275
-8,-21,-1.842778758144681
-8,-20,-1.7868549203462845
-8,-19,-1.7289561831208342
-8,-18,-1.668932667784809
-8,-17,-1.60661922208545
-8,-16,-1.5418339941184962
-8,-15,-1.4743771136873973
-8,-14,-1.404029663844712
-8,-13,-1.3305532384888887
-8,-12,-1.253690551652487
-8,-11,-1.1731678116459006
-8,-10,-1.088699919165893
-8,-9,-1.0
-8,-8,-0.9067953030328075
-8,-7,-0.8088519405189047
-8,-6,-0.7060109721290787
-8,-5,-0.5982372700976992
-8,-4,-0.4856794651709618
-8,-3,-0.36873318756937623
-8,-2,-0.24809127016999158
-8,-1,-0.12475727880968804
-8,0,0.0
-8,1,0.12475727880968804
-8,2,0.24809127016999158
-8,3,0.36873318756937623
-8,4,0.4856794651709618
-8,5,0.5982372700976992
-8,6,0.7060109721290787
-8,7,0.8088519405189047
-8,8,0.9067953030328075
-8,9,1.0
-8,10,1.088699919165893
-8,11,1.1731678116459006
-8,12,1.253690551652487
-8,13,1.3305532384888887
-8,14,1.404029663844712
-8,15,1.4743771136873973
-8,16,1.5418339941184962
-8,17,1.60661922208545
-8,18,1.668932667784809
-8,19,1.7289561831208342
-8,20,1.7868549203462845
-8,21,1.842778758144681
-8,22,1.8968637262046275
-8,23,1.9492333665979105
-8,24,2.0
-8,25,2.0492658831003645
-8,26,2.097124254514175
-8,27,2.1436602728020175
-8,28,2.1889518535698396
-8,29,2.2330704141796267
-7,-30,-2.3741016538488773
-7,-29,-2.3317452753392156
-7,-28,-2.288283973669436
-7,-27,-2.2436497151453576
-7,-26,-2.197767989347925
-7,-25,-2.1505569904775164
-7,-24,-2.1019266735936672
-7,-23,-2.051777664659891
-7,-22,-2.0
-7,-21,-1.9464716673370148
-7,-20,-1.8910569173590446
-7,-19,-1.8336043124014285
-7,-18,-1.7739444785751053
-7,-17,-1.7118875317001758
-7,-16,-1.64722015957098
-7,-15,-1.5797023700508077
-7,-14,-1.5090639676763593
-7,-13,-1.435000920116512
-7,-12,-1.3571719520088075
-7,-11,-1.2751960093069359
-7,-10,-1.1886517529770524
-7,-9,-1.0970810826538515
-7,-8,-1.0
-7,-7,-0.8969219988457346
-7,-6,-0.7874014646023003
-7,-5,-0.671106369978092
-7,-4,-0.547928286702296
-7,-3,-0.418128299480142
-7,-2,-0.28249374733529076
-7,-1,-0.1424442506042865
-7,0,0.0
-7,1,0.1424442506042865
-7,2,0.28249374733529076
-7,3,0.418128299480142
-7,4,0.547928286702296
-7,5,0.671106369978092
-7,6,0.7874014646023003
-7,7,0.8969219988457346
-7,8,1.0
-7,9,1.0970810826538515
-7,10,1.1886517529770524
-7,11,1.2751960093069359
-7,12,1.3571719520088075
-7,13,1.435000920116512
-7,14,1.5090639676763593
-7,15,1.5797023700508077
-7,16,1.64722015957098
-7,17,1.7118875317001758
-7,18,1.7739444785751053
-7,19,1.8336043124014285
-7,20,1.8910569173590446
-7,21,1.9464716673370148
-7,22,2.0
-7,23,2.051777664659891
-7,24,2.1019266735936672
-7,25,2.1505569904775164
-7,26,2.197767989347925
-7,27,2.2436497151453576
-7,28,2.288283973669436
-7,29,2.3317452753392156
-6,-30,-2.4745518963843134
-6,-29,-2.432995086502163
-6,-28,-2.390349240174178
-6,-27,-2.3465455150231738
-6,-26,-2.30150819850921
-6,-25,-2.2551537733943277
-6,-24,-2.207389823285743
-6,-23,-2.1581137457574395
-6,-22,-2.1072112331324786
-6,-21,-2.0545544718399094
-6,-20,-2.0
-6,-19,-1.9433861492247981
-6,-18,-1.8845299803753683
-6,-17,-1.8232236044114911
-6,-16,-1.7592297596247983
-6,-15,-1.6922764985072878
-6,-14,-1.6220508282672377
-6,-13,-1.5481911634777088
-6,-12,-1.470278518099803
-6,-11,-1.3878265482936325
-6,-10,-1.300270976839129
-6,-9,-1.206959814188443
-6,-8,-1.1071475644353328
-6,-7,-1.0
-6,-6,-0.8846222003969053
-6,-5,-0.7601324177554191
-6,-4,-0.6258168189584667
-6,-3,-0.4814056002208403
-6,-2,-0.3274800020733263
-6,-1,-0.1659055841222127
-6,0,0.0
-6,1,0.1659055841222127
-6,2,0.3274800020733263
-6,3,0.4814056002208403
-6,4,0.6258168189584667
-6,5,0.7601324177554191
-6,6,0.8846222003969053
-6,7,1.0
-6,8,1.1071475644353328
-6,9,1.206959814188443
-6,10,1.300270976839129
-6,11,1.3878265482936325
-6,12,1.470278518099803
-6,13,1.5481911634777088
-6,14,1.6220508282672377
-6,15,1.6922764985072878
-6,16,1.7592297596247983
-6,17,1.8232236044114911
-6,18,1.8845299803753683
-6,19,1.9433861492247981
-6,20,2.0
-6,21,2.0545544718399094
-6,22,2.1072112331324786
-6,23,2.1581137457574395
-6,24,2.207389823285743
-6,25,2.2551537733943277
-6,26,2.30150819850921
-6,27,2.3465455150231738
-6,28,2.390349240174178
-6,29,2.432995086502163
-5,-30,-2.577053202120514
-5,-29,-2.5364211756615593
-5,-28,-2.494728071465067
-5,-27,-2.451905826213282
-5,-26,-2.40787937620792
-5,-25,-2.3625656590073976
-5,-24,-2.3158724320037822
-5,-23,-2.267696866814596
-5,-22,-2.2179238674451147
-5,-21,-2.1664240459381077
-5,-20,-2.1130512705554345
-5,-19,-2.057639676923602
-5,-18,-2.0
-5,-17,-1.9399150414953323
-5,-16,-1.8771340300579586
-5,-15,-1.811365555856046
-5,-14,-1.7422686626147263
-5,-13,-1.6694415553392652
-5,-12,-1.59240723321832
-5,-11,-1.5105952040873565
-5,-10,-1.4233183447530722
-5,-9,-1.3297441216661592
-5,-8,-1.2288602438495737
-5,-7,-1.1194375270626309
-5,-6,-1.0
-5,-5,-0.8688300203414749
-5,-4,-0.7240755513862804
-5,-3,-0.5640997330275644
-5,-2,-0.38829144100474455
-5,-1,-0.19843721453862295
-5,0,0.0
-5,1,0.19843721453862295
-5,2,0.38829144100474455
-5,3,0.5640997330275644
-5,4,0.7240755513862804
-5,5,0.8688300203414749
-5,6,1.0
-5,7,1.1194375270626309
-5,8,1.2288602438495737
-5,9,1.3297441216661592
-5,10,1.4233183447530722
-5,11,1.5105952040873565
-5,12,1.59240723321832
-5,13,1.6694415553392652
-5,14,1.7422686626147263
-5,15,1.811365555856046
-5,16,1.8771340300579586
-5,17,1.9399150414953323
-5,18,2.0
-5,19,2.057639676923602
-5,20,2.1130512705554345
-5,21,2.1664240459381077
-5,22,2.2179238674451147
-5,23,2.267696866814596
-5,24,2.3158724320037822
-5,25,2.3625656590073976
-5,26,2.40787937620792
-5,27,2.451905826213282
-5,28,2.494728071465067
-5,29,2.5364211756615593
-4,-30,-2.6812195481427663
-4,-29,-2.641615305868527
-4,-28,-2.6009881541489235
-4,-27,-2.559272211103116
-4,-26,-2.516394711824309
-4,-25,-2.4722749997467903
-4,-24,-2.426823325524459
-4,-23,-2.3799394077027913
-4,-22,-2.3315106963650947
-4,-21,-2.281410263406851
-4,-20,-2.2294942194090335
-4,-19,-2.1755985247437466
-4,-18,-2.1195350179037837
-4,-17,-2.0610864217125706
-4,-16,-2.0
-4,-15,-1.9359794114056394
-4,-14,-1.8686741248013643
-4,-13,-1.7976654944004615
-4,-12,-1.7224481994791472
-4,-11,-1.642405170741307
-4,-10,-1.5567732643942114
-4,-9,-1.4645957012427764
-4,-8,-1.3646556076560388
-4,-7,-1.2553831568447529
-4,-6,-1.1347284533618458
-4,-5,-1.0
-4,-4,-0.8477075981395665
-4,-3,-0.67359305821871
-4,-2,-0.4734658077291262
-4,-1,-0.24626617216772273
-4,0,0.0
-4,1,0.24626617216772273
-4,2,0.4734658077291262
-4,3,0.67359305821871
-4,4,0.8477075981395665
-4,5,1.0
-4,6,1.1347284533618458
-4,7,1.2553831568447529
-4,8,1.3646556076560388
-4,9,1.4645957012427764
-4,10,1.5567732643942114
-4,11,1.642405170741307
-4,12,1.7224481994791472
-4,13,1.7976654944004615
-4,14,1.8686741248013643
-4,15,1.9359794114056394
-4,16,2.0
-4,17,2.0610864217125706
-4,18,2.1195350179037837
-4,19,2.1755985247437466
-4,20,2.2294942194090335
-4,21,2.281410263406851
-4,22,2.3315106963650947
-4,23,2.3799394077027913
-4,24,2.426823325524459
-4,25,2.4722749997467903
-4,26,2.516394711824309
-4,27,2.559272211103116
-4,28,2.6009881541489235
-4,29,2.641615305868527
-3,-30,-2.7866708131026976
-3,-29,-2.7481741119877077
-3,-28,-2.7087006897916073
-3,-27,-2.6681879756448073
-3,-26,-2.62656683989455
-3,-25,-2.583760622292844
-3,-24,-2.5396839711824777
-3,-23,-2.4942414475407237
-3,-22,-2.447325834014999
-3,-21,-2.39881607048807
-3,-20,-2.348574712211891
-3,-19,-2.296444771135991
-3,-18,-2.242245751187437
-3,-17,-2.1857686169737134
-3,-16,-2.126769331810391
-3,-15,-2.0649604478220924
-3,-14,-2.0
-3,-13,-1.9314766007432547
-3,-12,-1.8588890718712419
-3,-11,-1.781618048109451
-3,-10,-1.6988854898463297
-3,-9,-1.6096954940166688
-3,-8,-1.5127453266183286
-3,-7,-1.4062875799605348
-3,-6,-1.2879097507041273
-3,-5,-1.1541714951814412
-3,-4,-1.0
-3,-3,-0.8177316738868236
-3,-2,-0.5960716379833215
-3,-1,-0.3221853546260856
-3,0,0.0
-3,1,0.3221853546260856
-3,2,0.5960716379833215
-3,3,0.8177316738868236
-3,4,1.0
-3,5,1.1541714951814412
-3,6,1.2879097507041273
-3,7,1.4062875799605348
-3,8,1.5127453266183286
-3,9,1.6096954940166688
-3,10,1.6988854898463297
-3,11,1.781618048109451
-3,12,1.8588890718712419
-3,13,1.9314766007432547
-3,14,2.0
-3,15,2.0649604478220924
-3,16,2.126769331810391
-3,17,2.1857686169737134
-3,18,2.242245751187437
-3,19,2.296444771135991
-3,20,2.348574712211891
-3,21,2.39881607048807
-3,22,2.447325834014999
-3,23,2.4942414475407237
-3,24,2.5396839711824777
-3,25,2.583760622292844
-3,26,2.62656683989455
-3,27,2.6681879756448073
-3,28,2.7087006897916073
-3,29,2.7481741119877077
-2,-30,-2.8930436775596364
-2,-29,-2.8557114216292754
-2,-28,-2.817454372237871
-2,-27,-2.77821408626365
-2,-26,-2.737926038302887
-2,-25,-2.6965187212335855
-2,-24,-2.6539125713579366
-2,-23,-2.6100186749717755
-2,-22,-2.5647372002099007
-2,-21,-2.5179554803188
-2,-20,-2.469545650106594
-2,-19,-2.4193617032055754
-2,-18,-2.367235789366087
-2,-17,-2.312973501144772
-2,-16,-2.2563477967235874
-2,-15,-2.197091051788709
-2,-14,-2.134884497736246
-2,-13,-2.069343933391661
-2,-12,-2.0
-2,-11,-1.9262703142967943
-2,-10,-1.8474190378327326
-2,-9,-1.7624963764553605
-2,-8,-1.6702446969627331
-2,-7,-1.5689464030523823
-2,-6,-1.4561642461359086
-2,-5,-1.3282688556686084
-2,-4,-1.1795090246029167
-2,-3,-1.0
-2,-2,-0.7709169970592481
-2,-1,-0.45339765151640377
-2,0,0.0
-2,1,0.45339765151640377
-2,2,0.7709169970592481
-2,3,1.0
-2,4,1.1795090246029167
-2,5,1.3282688556686084
-2,6,1.4561642461359086
-2,7,1.5689464030523823
-2,8,1.6702446969627331
-2,9,1.7624963764553605
-2,10,1.8474190378327326
-2,11,1.9262703142967943
-2,12,2.0
-2,13,2.069343933391661
-2,14,2.134884497736246
-2,15,2.197091051788709
-2,16,2.2563477967235874
-2,17,2.312973501144772
-2,18,2.367235789366087
-2,19,2.4193617032055754
-2,20,2.469545650106594
-2,21,2.5179554803188
-2,22,2.5647372002099007
-2,23,2.6100186749717755
-2,24,2.6539125713579366
-2,25,2.6965187212335855
-2,26,2.737926038302887
-2,27,2.77821408626365
-2,28,2.817454372237871
-2,29,2.8557114216292754
-1,-30,-3.0
-1,-29,-2.9638677615768825
-1,-28,-2.926866221935192
-1,-27,-2.888941572228232
-1,-26,-2.8500344925525853
-1,-25,-2.8100793471775876
-1,-24,-2.7690032243415557
-1,-23,-2.7267247826550673
-1,-22,-2.683152854771044
-1,-21,-2.6381847434978045
-1,-20,-2.5917041241918595
-1,-19,-2.543578437441913
-1,-18,-2.493655613726099
-1,-17,-2.4417599106304997
-1,-16,-2.3876865533923244
-1,-15,-2.331194734728494
-1,-14,-2.2719983229346314
-1,-13,-2.209753301208849
-1,-12,-2.1440404325270457
-1,-11,-2.074340758604671
-1,-10,-2.0
-1,-9,-1.9201751213471796
-1,-8,-1.8337509577214006
-1,-7,-1.7392038612166938
-1,-6,-1.6343652930135433
-1,-5,-1.5159802276928205
-1,-4,-1.378796700129551
-1,-3,-1.2134116627622296
-1,-2,-1.0
-1,-1,-0.6823278038280194
-1,0,0.0
-1,1,0.6823278038280194
-1,2,1.0
-1,3,1.2134116627622296
-1,4,1.378796700129551
-1,5,1.5159802276928205
-1,6,1.6343652930135433
-1,7,1.7392038612166938
-1,8,1.8337509577214006
-1,9,1.9201751213471796
-1,10,2.0
-1,11,2.074340758604671
-1,12,2.1440404325270457
-1,13,2.209753301208849
-1,14,2.2719983229346314
-1,15,2.331194734728494
-1,16,2.3876865533923244
-1,17,2.4417599106304997
-1,18,2.493655613726099
-1,19,2.543578437441913
-1,20,2.5917041241918595
-1,21,2.6381847434978045
-1,22,2.683152854771044
-1,23,2.7267247826550673
-1,24,2.7690032243415557
-1,25,2.8100793471775876
-1,26,2.8500344925525853
-1,27,2.888941572228232
-1,28,2.926866221935192
-1,29,2.9638677615768825
0,-30,-3.107232505953859
0,-29,-3.0723168256858475
0,-28,-3.0365889718756627
0,-27,-3.0
0,-26,-2.9624960684073707
0,-25,-2.924017738212866
0,-24,-2.8844991406148166
0,-23,-2.8438669798515654
0,-22,-2.8020393306553872
0,-21,-2.7589241763811208
0,-20,-2.7144176165949068
0,-19,-2.668401648721945
0,-18,-2.6207413942088964
0,-17,-2.571281590658235
0,-16,-2.5198420997897464
0,-15,-2.4662120743304703
0,-14,-2.41014226417523
0,-13,-2.3513346877207573
0,-12,-2.2894284851066637
0,-11,-2.2239800905693157
0,-10,-2.154434690031884
0,-9,-2.080083823051904
0,-8,-2.0
0,-7,-1.9129311827723892
0,-6,-1.8171205928321397
0,-5,-1.709975946676697
0,-4,-1.5874010519681994
0,-3,-1.4422495703074083
0,-2,-1.2599210498948732
0,-1,-1.0
0,0,0.0
0,1,1.0
0,2,1.2599210498948732
0,3,1.4422495703074083
0,4,1.5874010519681994
0,5,1.709975946676697
0,6,1.8171205928321397
0,7,1.9129311827723892
0,8,2.0
0,9,2.080083823051904
0,10,2.154434690031884
0,11,2.2239800905693157
0,12,2.2894284851066637
0,13,2.3513346877207573
0,14,2.41014226417523
0,15,2.4662120743304703
0,16,2.5198420997897464
0,17,2.571281590658235
0,18,2.6207413942088964
0,19,2.668401648721945
0,20,2.7144176165949068
0,21,2.7589241763811208
0,22,2.8020393306553872
0,23,2.8438669798515654
0,24,2.8844991406148166
0,25,2.924017738212866
0,26,2.9624960684073707
0,27,3.0
0,28,3.0365889718756627
0,29,3.072316825685847
1,-30,-3.214467950346843
1,-29,-3.180769069881781
1,-28,-3.146315172969587
1,-27,-3.111062184241519
1,-26,-3.074961746143854
1,-25,-3.0379606237613093
1,-24,-3.0
1,-23,-2.961014635556772
1,-22,-2.9209318607732464
1,-21,-2.879670356617719
1,-20,-2.8371386686239233
1,-19,-2.7932333791161446
1,-18,-2.7478368371696242
1,-17,-2.700814308977347
1,-16,-2.652010358123024
1,-15,-2.601244186912118
1,-14,-2.5483035520018
1,-13,-2.4929366858785222
1,-12,-2.434841368216901
1,-11,-2.3736498222558127
1,-10,-2.3089073197650927
1,-9,-2.240040987469438
1,-8,-2.166312747397789
1,-7,-2.0867453398826665
1,-6,-2.0
1,-5,-1.9041608591349206
1,-4,-1.7963219032594415
1,-3,-1.6716998816571609
1,-2,-1.5213797068045676
1,-1,-1.324717957244746
1,0,-1.0
1,0,0.0
1,0,1.0
1,1,1.324717957244746
1,2,1.5213797068045676
1,3,1.6716998816571609
1,4,1.7963219032594415
1,5,1.9041608591349206
1,6,2.0
1,7,2.0867453398826665
1,8,2.166312747397789
1,9,2.240040987469438
1,10,2.3089073197650927
1,11,2.3736498222558127
1,12,2.434841368216901
1,13,2.4929366858785222
1,14,2.5483035520018
1,15,2.601244186912118
1,16,2.652010358123024
1,17,2.700814308977347
1,18,2.7478368371696242
1,19,2.7932333791161446
1,20,2.8371386686239233
1,21,2.879670356617719
1,22,2.9209318607732464
1,23,2.961014635556772
1,24,3.0
1,25,3.0379606237613093
1,26,3.074961746143854
1,27,3.111062184241519
1,28,3.146315172969587
1,29,3.180769069881781
2,-30,-3.3214681248759055
2,-29,-3.2889728569227668
2,-28,-3.2557785008537774
2,-27,-3.2218456868993064
2,-26,-3.1871313492417155
2,-25,-3.151588229355496
2,-24,-3.115164290894672
2,-23,-3.0778020261896595
2,-22,-3.039437628897997
2,-21,-3.0
2,-20,-2.9594095444188238
